title,doi,abstract
HSE management standards and stress-related work outcomes,[],"Background:                         The UK Health and Safety Executive's (HSE) Management Standards (MS) approach has been developed to help organizations manage potential sources of work-related stress. Although there is general support for the assessment model adopted by this approach, to date, there has been no empirical investigation of the relationship between the actual MS (as measured by the final revised version of the HSE Indicator Tool) and stress-related work outcomes."
A Latent Variable Approach to Differentiating Neural Mechanisms of Irritability and Anxiety in Youth,[],"Importance:                         Comorbidity is ubiquitous in psychiatry, but it is unclear how to differentiate neural mechanisms of co-occurring symptoms. Pediatric irritability and anxiety symptoms are prevalent and frequently co-occur. Threat orienting is pertinent to both phenotypes and is an ideal context in which to examine their unique and common neural mechanisms."
The error-related negativity relates to sadness following mood induction among individuals with high neuroticism,[],"The error-related negativity (ERN) is an event-related potential (ERP) that indexes error monitoring. Research suggests that the ERN is increased in internalizing disorders, such as depression and anxiety. Although studies indicate that the ERN is insensitive to state-related fluctuations in anxiety, few studies have carefully examined the effect of state-related changes in sadness on the ERN. In the current study, we sought to determine whether the ERN would be altered by a sad mood induction using a between-subjects design. Additionally, we explored if this relationship would be moderated by individual differences in neuroticism-a personality trait related to both anxiety and depression. Forty-seven undergraduate participants were randomly assigned to either a sad or neutral mood induction prior to performing an arrow version of the flanker task. Participants reported greater sadness following the sad than neutral mood induction; there were no significant group differences on behavioral or ERP measures. Across the entire sample, however, participants with a larger increase in sad mood from baseline to post-induction had a larger (i.e. more negative) ERN. Furthermore, this effect was larger among individuals reporting higher neuroticism. These data indicate that neuroticism moderates the relationship between the ERN and changes in sad mood."
Attention bias modification reduces neural correlates of response monitoring,[],"The error-related negativity (ERN) is an electrophysiological response to errors. Individual differences in the ERN have been posited to reflect sensitivity to threat and linked with risk for anxiety disorders. Attention bias modification is a promising computerized intervention that has been shown to decrease threat biases and anxiety symptoms. In the present study, we examined the impact of a single session of attention bias modification, relative to a control task, on the neural correlates of response monitoring, including the ERN, correct response negativity (CRN), and their difference (i.e., the ERN - CRN or ΔERN). The final sample included 60 participants who first completed a flanker task to elicit the ERN and CRN, and were then randomly assigned to attention bias modification (n=30) or a control task (n=30). After completing the attention bias modification or control task, participants completed the same flanker task to again elicit the ERN and CRN. Among participants who completed attention bias modification training, the ERN, CRN, and ΔERN decreased from the pre- to post-training assessment. In contrast, in participants who completed the control task, the CRN, ERN, and ΔERN did not differ between the pre- and post-training assessment. The presents study suggests that a single session of attention bias modification reduces neural correlates of response monitoring, including error-related brain activity. These results also support attention bias modification as a potential mechanistic-based intervention for the prevention and treatment of anxiety pathology."
Social inference and social anxiety: evidence of a fear-congruent self-referential learning bias,[],"Background and objectives:                         Fears of negative evaluation characterise social anxiety, and preferential processing of fear-relevant information is implicated in maintaining symptoms. Little is known, however, about the relationship between social anxiety and the process of inferring negative evaluation. The ability to use social information to learn what others think about one, referred to here as self-referential learning, is fundamental for effective social interaction. The aim of this research was to examine whether social anxiety is associated with self-referential learning."
Electrophysiological correlates of oxytocin-induced enhancement of social performance monitoring,[],"Altered performance monitoring has been demonstrated after administration of different pharmacological compounds and in various clinical populations, such as excessive neurophysiological responses to mistakes in anxiety disorders. Here, a novel social pharmacological approach was applied to investigate whether oxytocin administration (24 IU) enhances performance monitoring for errors that have negative consequences for another individual, so-called social mistakes. Healthy male volunteers (N = 24) participated in a placebo-controlled crossover design. EEG measures were obtained while pairs of participants performed a speeded choice reaction-time task in an individual and social context. Following oxytocin administration, error-related negativity amplitudes were increased for social compared with individual mistakes. This increase was not found in the placebo condition. No effects of oxytocin were present in the individual context. The current study shows that oxytocin enhances performance monitoring specifically for social mistakes. This outcome is in line with a presumed role for oxytocin in salience attribution to social cues and underlines its context-dependency. Combining these processes may thus open up new research avenues and advance our understanding of individual differences in performance monitoring and oxytocin responses from a social neurocognitive, pharmacological and clinical perspective."
Cognitive Impairments in Occupational Burnout - Error Processing and Its Indices of Reactive and Proactive Control,[],"The presented study refers to cognitive aspects of burnout as the effects of long-term work-related stress. The purpose of the study was to investigate electrophysiological correlates of burnout to explain the mechanisms of the core burnout symptoms: exhaustion and depersonalization/cynicism. The analyzed error-related electrophysiological markers shed light on impaired cognitive mechanisms and the specific changes in information-processing in burnout. In the EEG study design (N = 80), two components of error-related potential (ERP), error-related negativity (ERN), and error positivity (Pe), were analyzed. In the non-clinical burnout group (N = 40), a significant increase in ERN amplitude and a decrease in Pe amplitude were observed compared to controls (N = 40). Enhanced error detection, indexed by increased ERN amplitude, and diminished response monitoring, indexed by decreased Pe amplitude, reveal emerging cognitive problems in the non-clinical burnout group. Cognitive impairments in burnout subjects relate to both reactive and unconscious (ERN) and proactive and conscious (Pe) aspects of error processing. The results indicate a stronger 'reactive control mode' that can deplete resources for proactive control and the ability to actively maintain goals. The analysis refers to error processing and specific task demands, thus should not be extended to cognitive processes in general. The characteristics of ERP patterns in burnout resemble psychophysiological indexes of anxiety (increased ERN) and depressive symptoms (decreased Pe), showing to some extent an overlapping effect of burnout and related symptoms and disorders. The results support the scarce existing data on the psychobiological nature of burnout, while extending and specifying its cognitive characteristics."
"Respond, don't react: The influence of mindfulness training on performance monitoring in older adults",[],"A sizeable body of literature demonstrates positive effects of mindfulness training on brain, behavior, and psychological processes in both novice and expert practitioners as compared to non-meditators. However, only more recently has research begun to examine the specific mechanisms by which mindfulness exerts these effects. In the current study, we used event-related potentials (error-related negativity (ERN), error positivity (Pe)) to test the hypothesis that performance monitoring is one such mechanism. We conducted a randomized controlled trial in healthy older adults (n = 36), relevant because markers of performance monitoring are known to decline with normal aging. Compared to an active control condition, mindfulness participants showed an increase in the ERN, without an increase in the Pe. Participants in both groups reported a reduction in self-report of anxiety and self-judgment of one's own mental functioning, indicating the subjective impression of benefit from each intervention type. The current results are important insofar as they support the purported self-regulatory functions of mindfulness (i.e., learning to respond, not react), as well as demonstrating that such positive effects can be obtained in an older adult sample, both of which have important implications for intervention."
"Negative, but not positive, religious coping strategies are associated with psychological distress, independent of religiosity, in Korean adults with epilepsy",[],"Purpose:                         Religion can be important in the everyday lives of persons with epilepsy (PWE). However, there is little research on religion, as it relates to individuals with epilepsy. We determined a relationship between religious coping strategies and psychological distress in Korean adults with epilepsy who had a religious affiliation."
Inter-individual relationships in empathic traits and feedback-related fronto-central brain activity: an event-related potential study,[],"Background:                         Neuroimaging studies continue to indicate the major role the anterior cingulate cortex (ACC) plays in processing empathic responses. Error-related negativity (ERN), an event-related potential (ERP) thought to arise from the ACC, has been found to correlate with scores for individual empathic personality. This study investigated the relationship between empathic personality traits and the amplitude of feedback-related negativity (FRN), an ERP sourced from the ACC and similar to the ERN, using a task involving feedback of monetary gains or losses."
"Blood levels of interleukin-1 beta, interleukin-6 and tumor necrosis factor-alpha and cognitive functions in patients with obsessive compulsive disorder",[],"Background:                         Cognitive dysfunction and immune system disorders are two actual issues for the patients with Obsessive Compulsive Disorder (OCD). The cognitive dysfunctions have been considered to substantial part of clinical phenomenon of OCD but exploration of various etiopathogenesis of cognitive dysfunction is needed. Immune dysfuncion has been implicated to be important part of pathopysiology of OCD and different lines of evidence suggests immune abnormalities in OCD. But whether these immune changes are traits of disease or secondary to clinical burden of the disease such as cognitive dysfunctions has not been determined. Data regarding relation between the cognitive dysfunctions and immune system disorders in OCD is unsatisfied. In this study we aimed to investigate the relation of blood levels of interleukin 1-beta (IL-1ß), interleukin-6 (IL-6) and Tumor Necrosis Factor-α (TNF-α) with various neurocognitive functions in patients with OCD in comparison with its autogenous/reactive subtypes and healthy controls. Further exploration of the effects of various clinical variables on cognitive functioning in patients with OCD and additional investigation of whether the cognitive dysfunction associated with this disorder differs from or overlap with that in other anxiety disorders are needed."
"The Unease Modulation Model: An Experiential Model of Stress With Implications for Health, Stress Management, and Public Policy",[],"Stress has a pervasive, global, and negative influence on individual health. Stress also has negative effects on families, organizations, and communities. Current models of stress are either too general or too detailed to guide effective interventions across the spectrum of medical and social conditions that are stress-related. A new model is needed that explains how stress can have such varied effects and describes how to reduce its harm. The model must also capture both the dynamic nature of stress and its ability to persist and cause chronic effects. The model must guide those who use it in selecting effective interventions and in developing more effective interventions. Ideally, the model will be helpful to people who are experiencing stress and do not have access to professional help. The authors propose a model in an attempt to address the above concerns. The proposed model is called the Unease Modulation Model (UM Model). Briefly, the UM Model separates stress into several elements common to people's experience. The model describes how these elements interact and how those interactions lead to recurring states that are associated with health or illness. Finally, the model enables the person under stress to identify the elements where they will have the most leverage to evoke change and apply specific, effective techniques for that purpose. While the model is experiential, it is also based on mathematical theories of perception, nonlinear dynamics, neurophysiology, and cognitive psychology. In spite of this underlying sophistication, it can be used by those without a medical education. The proposed model has been taught successfully to patients in a clinical setting. The model is now being used in an international training program with police officers to address the long-term stress associated with the career and reduce decision-making errors regarding use of force. This article introduces the model by defining components based on patient descriptions of stress and integrating those into a formal structure. We then demonstrate how the model can be applied to a number of medical and psychiatric conditions. The article concludes by briefly discussing the model's application to family and societal stress-related difficulties."
Altered Neuronal Responses During an Affective Stroop Task in Adolescents With Conduct Disorder,[],"Conduct disorder (CD) is a psychiatric disorder of childhood and adolescence which has been linked to deficient emotion processing and regulation. The behavioral and neuronal correlates targeting the interaction of emotion processing and response inhibition are still under investigation. Whole-brain event-related fMRI was applied during an affective Stroop task in 39 adolescents with CD and 39 typically developing adolescents (TD). Participants were presented with an emotional stimulus (negative/neutral) followed by a Stroop task with varying cognitive load (congruent/incongruent/blank trials). fMRI analysis included standard preprocessing, region of interest analyses (amygdala, insula, ventromedial prefrontal cortex) and whole-brain analyses based on a 2(group) × 2(emotion) × 3(task) full-factorial ANOVA. Adolescents with CD made significantly more errors, while reaction times did not significantly differ compared to TD. Additionally, we observed a lack of downregulation of left amygdala activity in response to incongruent trials and increased anterior insula activity for CD relative to TD during affective Stroop task processing [cluster-level family-wise error-corrected (p < 0.05)]. Even though no three-way interaction (group × emotion × task) interaction was detected, the findings presented still provide evidence for altered neuronal underpinnings of the interaction of emotion processing and response inhibition in CD. Moreover, our results may corroborate previous evidence of emotion dysregulation as a core dysfunction in CD. Future studies shall focus on investigating the interaction of emotion processing and response inhibition in CD subgroups (e.g., variations in callous-unemotional traits, impulsivity, or anxiety)."
[Event-related EEG potentials associated with error detection in psychiatric disorder: literature review],[],"Introduction:                         Error-related bioelectric signals constitute a special subgroup of event-related potentials. Researchers have identified two evoked potential components to be closely related to error processing, namely error-related negativity (ERN) and error-positivity (Pe), and they linked these to specific cognitive functions. In our article first we give a brief description of these components, then based on the available literature, we review differences in error-related evoked potentials observed in patients across psychiatric disorders."
The mediating effects of social support and self-efficacy on the relationship between social distress and emotional distress in head and neck cancer outpatients with facial disfigurement,[],"Objective:                         Although social support has been recognized as an important factor in the quality of life of head and neck cancer patients, there has been little investigation of the buffering effect of social support on these patients' social distress or of the coping skill of self-efficacy. The aim of this study was to examine how social support and self-efficacy mediate the relationship between social distress and emotional distress in head and neck cancer patients."
Posttraumatic stress disorder and positive memories: Clinical considerations,[],"Encoding and retrieval difficulties, and avoidance of both traumatic and positive memories, are associated with posttraumatic stress disorder (PTSD) symptoms. However, most PTSD research and clinical work has solely examined the role of traumatic memories in the maintenance/resolution of PTSD symptoms. This review provides a comprehensive discussion of the literature on positive memories and PTSD. First, we review theories and evidence on the relations between trauma, PTSD, and memory processes (particularly positive memories). Next, we propose a conceptual model that integrates evidence from experimental and positive/memory-based intervention research and highlights hypothesized mechanisms underlying the potential effectiveness of targeting positive memories in PTSD interventions. Specifically, we discuss how targeting positive memories could (1) increase positive affect and reduce negative affect, (2) correct negative cognitions, (3) increase specificity of retrieving autobiographical memories, and (4) be effectively integrated/sequenced with and enhance the effects of trauma-focused interventions. Lastly, we suggest clinical research avenues for investigating the relations between positive memories and PTSD, to possibly alter the current PTSD intervention paradigm focused only on traumatic memories. Overall, our proposed model drawing from experimental and intervention research, and outlining potential effects of targeting positive memories to reduce PTSD severity, needs further empirical investigation."
The Validity of Cutaneous Body Image as a Construct and as a Mediator of the Relationship Between Cutaneous Disease and Mental Health,[],"Introduction:                         Cutaneous body image (CBI) is a construct encompassing how individuals perceive their hair, skin, and nails. Negative CBI has been related to negative psychological outcomes and body image concerns. The first aim of our study was to further validate CBI as a construct. Second, as individuals with dermatologic conditions are at an increased risk for anxiety and depression, the study examined CBI as a mediator of the relationships between having a skin condition and anxiety and depression."
Altered error-related brain activity in youth with major depression,[],"Depression is associated with impairments in cognitive control including action monitoring processes, which involve the detection and processing of erroneous responses in order to adjust behavior. Although numerous studies have reported altered error-related brain activity in depressed adults, relatively little is known about age-related changes in error-related brain activity in depressed youth. This study focuses on the error-related negativity (ERN), a negative deflection in the event-related potential (ERP) that is maximal approximately 50ms following errors. High-density ERPs were examined following responses on a flanker task in 24 youth diagnosed with MDD and 14 low-risk healthy controls (HC). Results indicate that compared to HC, MDD youth had significantly smaller ERN amplitudes and did not exhibit the normative increases in ERN amplitudes as a function of age. Also, ERN amplitudes were similar in depressed youth with and without comorbid anxiety. These results suggest that depressed youth exhibit different age-related changes in brain activity associated with action monitoring processes. Findings are discussed in terms of existing work on the neural correlates of action monitoring and depression and the need for longitudinal research studies investigating the development of neural systems underlying action monitoring in youth diagnosed with and at risk for depression."
Anxiety affects disability and quality of life in patients with painful diabetic neuropathy,[],Background:                         Painful diabetic neuropathy (PDN) is known to negatively affect psychosocial functioning as expressed by enhanced levels of anxiety and depression. The aim of this study was to specify diabetes and pain-related fears.
As Time Goes by: Anxiety Negatively Affects the Perceived Quality of Life in Patients With Type 2 Diabetes of Long Duration,[],"Introduction:                         Age-related medical conditions are increasing worldwide. Type 2 Diabetes mellitus (T2DM) represents a chronic disease, which affects a large amount of general population, accounting for over 90% of diabetes mellitus (DM) cases."
The prospective association between health anxiety and cancer detection: A cohort study linking the Hordaland Health Study (HUSK) with the Norwegian Cancer Registry,[],"Objective:                         Health anxiety is associated with distress and disability, and overutilization of health services, but it is not known whether high levels of health anxiety may lead to increased detection of severe diseases such as cancer. By linking a large population based health study with the national cancer registry, the aim of the study was to investigate a potential prospective association between health anxiety in men and women and later cancer detection and tumour metastasis at the time of diagnosis."
EEG Asymmetry and ERN: Behavioral Outcomes in Preschoolers,[],"Research has documented reciprocal influences between approach-related and inhibition-related neural activity in adults. However, associations between neural systems of approach and inhibition have not been tested in children. It is thus unclear whether these links are present early in life and whether associations between neural systems of approach and inhibition have long-term behavioral consequences. To address these gaps in the literature, we used electroencephalography (EEG) to examine associations between approach-related neural activity (i.e., hemispheric asymmetry) and inhibition-related neural activity (i.e., error-related negativity [ERN]) in preschool-aged children. Furthermore, we explored whether interactions between asymmetry and ERN predicted social inhibition, a precursor to anxiety problems, or symptoms of Attention Deficit Hyperactivity Disorder (ADHD) six months later. Similar to research on adults, greater left asymmetry (i.e., greater approach-related neural activity) was correlated with reduced ERN amplitude (i.e., weaker inhibition-related neural activity). The interactive effect of asymmetry and ERN amplitude did not predict ADHD symptoms, but did predict social inhibition. When ERN was greater, less left asymmetry was associated with higher levels of social inhibition. Results were most prominent at parietal EEG sites. Implications for understanding the development of the overlap in neural systems of approach and inhibition are discussed."
Internal and external signal processing in patients with panic disorder: An event-related potential (ERP) study,[],"Self-absorption describes a pathological tendency towards the internal mental world (internalization) that often conflicts with the accurate monitoring of the external world. In performance monitoring, an augmented electrophysiological response evoked by internal signals in patients with anxiety or depressive disorder seems to reflect this tendency. Specifically, the error-related negativity (Ne/ERN), an index of error processing based on internal signals, is larger in patients compared to controls. In the present experiment, we investigated whether the preferential processing of internal signals in patients is linked to diminished and inflexible external signal processing. To this end, the electrophysiological response evoked by external signals was analysed in patients with panic disorder and healthy controls. Participants performed a choice-response task, where informative or uninformative feedback followed each response, and a passive viewing task. As a replication of previous studies, patients presented an augmented Ne/ERN, indexing enhanced processing of internal signals related to errors. Furthermore, the vertex positive potential (VPP) evoked by visual stimuli was larger in patients than in controls, suggesting enhanced attention to external signals. Moreover, patients and controls showed similar sensitivity to the feedback information content, indicating a normal flexibility in the allocation of monitoring resources to external signals depending on how informative these signals are for performance monitoring. These results suggest that the tendency towards internal signals in patients with panic disorder does not hinder the flexible processing of external signals. On the contrary, external signals seem to attract enhanced processing in patients compared to controls."
A Persian version of the Affiliate Stigma Scale in caregivers of people with dementia,[],"Background: Dementia is prevalent among older adults and frequently causes dependence on family caregivers. Caregivers may experience a form of stigmatization called affiliate stigma that negatively affects their mental health. The current study sought to establish the psychometric properties of a tool to measure affiliate stigma among Iranian caregivers. Methods: Overall, 541 caregivers of older people with dementia were included in this cross sectional study. Several measures were used to assess the psychometric properties of the Affiliate Stigma Scale (ASS) including the Zarit Burden Interview (ZBI), Hospital Anxiety and Depression Scale (HADS), Short Form 12 (SF-12), Rosenberg Self-Esteem Scale (RSES), and Multidimensional Scale of Perceived Social Support (MSPSS). Convergent and discriminate validity were examined.Exploratory and confirmatory factor analyses were utilized to assess the factor structure of the Ass and a Rasch model was used to evaluate the measurement functioning of the scale. Results: Factor loadings ranged from 0.69 to 0.83 and test-retest reliability from 0.72 to 0.89.Item difficulty ranged widely from -0.66 to 0.89. No considerable differential item functioning (DIF) was found across gender. Confirmatory factor analysis confirmed the three cognitive,effective, and behavioral dimensions of the scale (comparative fit index [CFI]=0.931 to 0.995,root mean square error of approximation [RMSEA]=0.046 to 0.068). Internal consistency was acceptable (Cronbach's α: 0.88 to 0.94). Significant and positive relationships were found between affiliate stigma and depression, anxiety, and care giving burden (β =0.35 to 0.46). Conclusion: The ASS is a psychometrically valid measure for assessing affiliate stigma in Iranian caregivers of people with dementia. Application of this tool among other caregivers, language sand cultures deserves further study."
Aberrant Dynamic Connectivity for Fear Processing in Anorexia Nervosa and Body Dysmorphic Disorder,[],"Anorexia nervosa (AN) and body dysmorphic disorder (BDD) share distorted perceptions of appearance with extreme negative emotion, yet the neural phenotypes of emotion processing remain underexplored in them, and they have never been directly compared. We sought to determine if shared and disorder-specific fronto-limbic connectivity patterns characterize these disorders. FMRI data was obtained from three unmedicated groups: BDD (n = 32), weight-restored AN (n = 25), and healthy controls (HC; n = 37), while they viewed fearful faces and rated their own degree of fearfulness in response. We performed dynamic effective connectivity modeling with medial prefrontal cortex (mPFC), rostral anterior cingulate cortex (rACC), and amygdala as regions-of-interest (ROI), and assessed associations between connectivity and clinical variables. HCs exhibited significant within-group bidirectional mPFC-amygdala connectivity, which increased across the blocks, whereas BDD participants exhibited only significant mPFC-to-amygdala connectivity (P < 0.05, family-wise error corrected). In contrast, participants with AN lacked significant prefrontal-amygdala connectivity in either direction. AN showed significantly weaker mPFC-to-amygdala connectivity compared to HCs (P = 0.0015) and BDD (P = 0.0050). The mPFC-to-amygdala connectivity was associated with greater subjective fear ratings (R2 = 0.11, P = 0.0016), eating disorder symptoms (R2 = 0.33, P = 0.0029), and anxiety (R2 = 0.29, P = 0.0055) intensity scores. Our findings, which suggest a complex nosological relationship, have implications for understanding emotion regulation circuitry in these related psychiatric disorders, and may have relevance for current and novel therapeutic approaches."
Stress and anxiety effects on positive skin test responses in young adults with allergic rhinitis,[],Background:                         Anxiety and psychological stress affect allergy-related immune function. How these relations influence the evaluations of patients with allergic rhinitis is unknown.
The dependability of electrophysiological measurements of performance monitoring in a clinical sample: A generalizability and decision analysis of the ERN and Pe,[],"Psychometric studies of the ERN, CRN, Pe, and Pc ERPs are increasing. Coherent integration of these results is difficult with classical test theory because the definition of error depends on the measure of reliability. This study used generalizability theory, which extends the ideas of classical test theory, as a framework for evaluating the influence of psychopathology and number of trials on dependability of measurement. Participants included 34 people meeting criteria for major depression, 29 meeting criteria for an anxiety disorder, and 319 controls. For all ERPs, within-person variance was larger than between-person variance across groups, indicating many trials are needed for adequate dependability (at least 13). Slightly fewer trials were needed to achieve adequate dependability in the control group than the pathology groups. Regions of interest had higher dependability than single sensors."
Social competence of preschool children born very preterm,[],Background:                         Relatively little is known about the early social development of children born very preterm despite clear suggestions of later interpersonal difficulties.
[Evaluation of the effectiveness of a cognitive-behavioral therapy program for alleviating the symptoms of social anxiety in adolescents],[],Objective:                         The aim of this research project is to investigate the effects of cognitive-behavioral group therapy on adolescents suffering from symptoms of social anxiety.
Brain activity in patients with deficiency versus excess patterns of major depression: A task fMRI study,[],"Objective:                         Patients with major depressive disorder (MDD) may experience a series of emotional and mental problems accompanied by characteristic clinical symptoms. Depressive patients often have emotional recognition disorders, but the reasons remain unclear. Though a great many functional abnormalities have been observed in the brains of depressed patients, such abnormalities are not often related to clinical symptoms. Currently in Traditional Chinese Medicine (TCM), syndrome differentiation for the MDD mainly consists of excess pattern (EP), and deficiency pattern (DP). EP and DP emphasize balance-regulation thought processes, and are widely used in diagnosis of diseases including depression, anxiety, insomnia, and other emotional disorders. We hope that syndrome differentiation in TCM can combine clinical symptoms and brain function more effectively. The present study investigated altered patterns and different association of brain activation in MDD patients with EP and DP during a facial emotion discrimination task with fMRI."
"Sex moderates the association between symptoms of anxiety, but not obsessive compulsive disorder, and error-monitoring brain activity: A meta-analytic review",[],"Sex differences in cognition and emotion are particularly active areas of research. Much of this work, however, focuses on mean-level differences between the sexes on cognitive and/or emotional variables in isolation. In this article, we are primarily concerned with how sex affects associations between cognition and emotion, or cognition-emotion interactions. Specifically, the purpose of this paper is to shed light on a gap in our understanding of how sex affects the relationship between error monitoring, a core component of cognitive control, and anxiety. Using meta-analysis, we show that the relationship between symptoms of anxiety and a neurophysiological marker of error monitoring-the error-related negativity (ERN)-is significantly greater in women than men such that women, but not men, with higher levels of anxiety show a larger ERN. This sex difference held true across studies of anxiety-specific symptoms but not studies of obsessive-compulsive symptoms. These findings underscore the need to consider sex in studies of anxiety and the ERN as well as support growing evidence indicating that obsessive-compulsive problems are distinguishable from other anxiety-specific problems across multiple levels of analysis. Overall, we conclude that ignoring sex in studies of cognition-emotion interactions is unacceptable. Rather, future research that continues to tackle questions related to sex differences in associations between cognition and emotion will more likely lead to advancements in basic and applied sciences of relevance to health and human behavior."
Clarifying domains of internalizing psychopathology using neurophysiology,[],"Current initiatives such as the National Institute of Mental Health's Research Domain Criteria project aim to reorganize classification of mental disorders along neurobiological lines. Here, we describe how consideration of findings from psychiatric research employing two physiological measures with distinct neural substrates--the startle blink reflex and the error-related negativity (ERN)--can help to clarify relations among disorders entailing salient anxiety or depressive symptomatology. Specifically, findings across various studies and reviews reveal distinct patterns of association for both the startle blink reflex and the ERN with three key domains of psychopathology: (1) Fear (or phobic) disorders (distinguished by increased startle to unpleasant stimuli, but normal-range ERN). (2) Non-phobic anxiety disorders and negative affect (associated with increased ERN, increased startle across all types of emotional stimuli and increased baseline startle) and, more tentatively (3) Major depression (for which patterns of response for both startle and ERN appear to vary, as a function of severity and distinct symptomatology). Findings from this review point to distinct neurobiological indicators of key psychopathology domains that have been previously demarcated using personality and diagnostic data. Notably, these indicators exhibit more specificity in their relations with these three domains than has been seen in quantitative-dimensional models. Implications of these findings are discussed."
Comorbid anxiety and irritability symptoms and their association with cognitive functioning in children with ADHD,[],"Anxiety and irritability symptoms frequently co-occur in children with Attention-Deficit/Hyperactivity Disorder (ADHD). This study aims to investigate whether irritability and anxiety are uniquely associated with performance on measures of cognitive functioning in children with ADHD and whether these associations hold when accounting for confounding variables. Baseline data was used from a randomised controlled trial of cognitive behavioural therapy for anxiety in children with ADHD (N = 219, 8-13 years). Anxiety was assessed using the child- and parent-reported Spence Children's Anxiety Scale, while irritability was assessed using the parent-reported Affective Reactivity Index. Children completed the National Institutes of Health Toolbox - Cognition Battery. Higher symptoms of anxiety were uniquely associated with performance on the Dimensional Card Change Sort Test (β = -2.75, confidence interval (CI) [-4.97, -.52], p = .02) and the List Sort Working Memory Test (β = -2.57, CI [-4.43, -.70], p = .01), while higher symptoms of irritability were negatively associated with Picture Vocabulary Test (β = -2.00, CI [-3.83, -.16], p = .03). These associations did not survive correction for multiple comparisons. There was little evidence of an association between anxiety or irritability symptoms and cognitive functioning. Frequent co-occurrence of anxiety and irritability suggests clinicians working with children with ADHD should assess co-morbid symptom profiles to inform the provision of optimum care."
Prenatal maternal stress is associated with lower cortisol and cortisone levels in the first morning urine of 45-month-old children,[],"Prenatal stress (PS) has been related to altered hypothalamic-pituitary-adrenal (HPA) axis activity later in life. So far, studies in children assessing HPA axis functioning have focused on salivary cortisol, reflecting daytime activity. The present work is part of a prospective study and aims to extend knowledge about the association between PS and HPA axis regulation in children. To do so, we investigated cortisol, cortisone, and the ratio cortisone/(cortisone + cortisol) in the first morning urine of 45-month-old children in relation to several measures of maternal stress during pregnancy. Urinary cortisol and cortisone were measured by online turbulent flow chromatography coupled with high performance liquid chromatography-tandem mass spectrometry. PS was defined as: perceived stress for aim 1 (Perceived Stress Scale; n = 280); presence of self-reported (n = 371) and expert-rated psychopathology for aim 2 (Mini International Neuropsychiatric Interview; n = 281); continuous measures of anxiety and depression for exploratory aim 3 (State-Trait Anxiety Inventory and Edinburgh Postnatal Depression Scale; n = 280). Aim 1: Perceived maternal PS showed negative associations with cortisol and cortisone levels. Aim 2: The presence of expert-rated maternal psychopathology was associated with reduced morning cortisone. Aim 3: Continuous measures of anxiety and depression showed negative associations with cortisol and cortisone levels. After correcting for multiple testing, perceived maternal PS (aim 1) and prenatal level of anxiety (aim 3) were significant predictors of children's urinary cortisol and cortisone in the morning (and, in the case of cortisone, also prenatal level of depression). The ratio cortisone/(cortisone + cortisol) as a global marker for the balance between the enzymes metabolizing cortisol to cortisone and vice versa (11β-hydroxysteroid dehydrogenases type 1 and 2; 11β-HSD1 and 2) was not associated with any measure of maternal PS (aims 1-3). The present study provides insight into possible programming effects of PS on nocturnal HPA axis activity and a proxy of 11β-HSD in a large sample. The results suggest that the nocturnal rate of cortisol production is lower in children exposed to PS, but do not support the hypothesis of divergent 11β-HSD activity."
Quantitative 3.0T MR spectroscopy reveals decreased creatine concentration in the dorsolateral prefrontal cortex of patients with social anxiety disorder,[],Background:                         The brain biochemical changes of social anxiety have not been clarified although there have been a limited number of MR spectroscopic studies which utilized metabolite/creatine ratios. Present study aimed to explore the alteration of absolute metabolite concentration in social anxiety disorder using quantitative MR spectroscopy.
Metacognitive processes in psychometrically defined schizotypy,[],"Metacognitive abnormalities have been implicated in the experience of psychotic symptoms; however, the process through which this occurs remains unclear. The aim of this study was to clarify the association of self-reported schizotypy with metacognitive beliefs and neural activity related to higher-order cognition. Event-related potentials (ERPs) including the error-related negativity (ERN) and error positivity (Pe) were recorded during a Flanker task in 20 controls and 22 individuals with high self-reported schizotypy on the Schizotypal Personality Questionnaire-Brief Revised (SPQ-BR). Participants continuously evaluated their task performance and completed the Metacognitions Questionnaire-30 (MCQ-30). The high schizotypy group demonstrated higher scores on all subscales of the MCQ-30. In contrast, task performance, accuracy of self-performance evaluation, and amplitudes of the ERN and Pe did not differ between groups. The MCQ-30 factors that measure cognitive confidence and positive beliefs about worry significantly predicted SPQ-BR total score, whereas ERPs did not. High self-reported schizotypy appears to be more associated with dysfunctional metacognitive beliefs than physiological abnormalities in brain areas related to metacognition."
Validation of the School-age Assessment of Attachment in a short-term longitudinal study,[],"This study tested the validity of the School-aged Assessment of Attachment (SAA) in terms of matches from the well-validated Preschool Assessment of Attachment (PAA) to the SAA 6 months later. It also addressed validity in terms of mental health services and measures of stress, depression and anxiety."
